,train_loss,train_acc,val_loss,val_acc
0,3.206217204668245,0.1408839779005525,1.9249218702316284,0.14563106796116504
1,2.788640466184247,0.20441988950276244,1.9184480905532837,0.14563106796116504
2,2.475734867443696,0.20994475138121546,1.9153289794921875,0.14563106796116504
3,2.2516410983069823,0.21823204419889503,1.9204729795455933,0.0970873786407767
4,2.102950887126817,0.2154696132596685,1.924475908279419,0.05825242718446602
5,1.9893676687999324,0.1712707182320442,1.9259655475616455,0.04854368932038835
6,1.9176241218714425,0.1574585635359116,1.9236456155776978,0.04854368932038835
7,1.8691329587230365,0.14917127071823205,1.9183326959609985,0.04854368932038835
8,1.8388928636002935,0.14917127071823205,1.9112828969955444,0.04854368932038835
9,1.816637012181361,0.143646408839779,1.9038158655166626,0.04854368932038835
10,1.8017263972298216,0.15193370165745856,1.8944270610809326,0.04854368932038835
11,1.789095729754116,0.15193370165745856,1.8833527565002441,0.04854368932038835
12,1.7773524213232388,0.16022099447513813,1.8710523843765259,0.04854368932038835
13,1.7672827415044796,0.143646408839779,1.8562818765640259,0.04854368932038835
14,1.7578639694340321,0.13535911602209943,1.8375307321548462,0.04854368932038835
15,1.7504109743550338,0.14917127071823205,1.8144549131393433,0.04854368932038835
16,1.7425144225852924,0.15193370165745856,1.7898012399673462,0.08737864077669903
17,1.7356636260754497,0.15193370165745856,1.7653193473815918,0.0970873786407767
18,1.7290035545496651,0.16574585635359115,1.7426495552062988,0.0970873786407767
19,1.7233527240173592,0.1712707182320442,1.722677230834961,0.14563106796116504
20,1.718316233619142,0.20718232044198895,1.705949306488037,0.2912621359223301
21,1.7143016724296696,0.23204419889502761,1.6928198337554932,0.2912621359223301
22,1.7107727586893746,0.24033149171270718,1.682814121246338,0.27184466019417475
23,1.7075917345384208,0.24861878453038674,1.6750324964523315,0.2621359223300971
24,1.70503121252218,0.2569060773480663,1.6689690351486206,0.2524271844660194
25,1.703246390621965,0.2541436464088398,1.6642242670059204,0.24271844660194175
26,1.6999587676801735,0.2569060773480663,1.6605175733566284,0.2524271844660194
27,1.6982442680643408,0.24861878453038674,1.6570459604263306,0.3106796116504854
28,1.696156452373905,0.24861878453038674,1.6537114381790161,0.3106796116504854
29,1.694731147908374,0.26243093922651933,1.6510834693908691,0.2815533980582524
30,1.6930642042370792,0.27624309392265195,1.648170828819275,0.2815533980582524
31,1.6917695268083013,0.2541436464088398,1.6453461647033691,0.2815533980582524
32,1.6911388550015445,0.2596685082872928,1.6426557302474976,0.2815533980582524
33,1.6897838326448893,0.26243093922651933,1.640493392944336,0.27184466019417475
34,1.688676442889219,0.2541436464088398,1.6385326385498047,0.2621359223300971
35,1.6882581434197188,0.24585635359116023,1.6376240253448486,0.2621359223300971
36,1.687148272661873,0.27624309392265195,1.6367110013961792,0.2815533980582524
